Date,JPM,BAC,WFC,C
2016-04-07,43.73402786254883,10.248822212219238,35.08305740356445,29.669904708862305
2016-04-08,44.05449676513672,10.272749900817871,35.18770980834961,29.817256927490234
2016-04-11,44.405452728271484,10.344532012939453,35.157806396484375,30.296167373657227
2016-04-12,45.22947692871094,10.583805084228516,35.71100616455078,30.870847702026367
2016-04-13,47.144554138183594,10.998542785644531,36.65292739868164,32.60226058959961
2016-04-14,47.75494384765625,11.277694702148438,36.4735221862793,33.14011001586914
2016-04-15,47.20559310913086,11.166031837463379,36.06985092163086,33.09588623046875
2016-04-18,47.51078796386719,11.301619529724121,36.510902404785156,33.235897064208984
2016-04-19,48.31190872192383,11.524938583374023,37.288368225097656,33.61901092529297
2016-04-20,49.01384735107422,11.90777587890625,37.71446228027344,34.43682861328125
2016-04-21,48.52553939819336,11.883849143981934,37.41545104980469,34.33369064331055
2016-04-22,48.807857513427734,12.051339149475098,37.8415641784668,34.606292724609375
2016-04-25,48.52553939819336,11.93170166015625,37.75932693481445,34.39999771118164
2016-04-26,48.77732849121094,12.035388946533203,38.06583023071289,34.70207214355469
2016-04-27,48.91466522216797,11.9795560836792,38.07330322265625,34.87152099609375
2016-04-28,48.52553939819336,11.79611587524414,37.68456268310547,34.465877532958984
2016-04-29,48.22035217285156,11.612671852111816,37.36312484741211,34.133975982666016
2016-05-02,48.670509338378906,11.78016185760498,37.81913757324219,34.42900085449219
2016-05-03,47.7320556640625,11.45315933227539,37.378074645996094,33.610321044921875
2016-05-04,46.9766960144043,11.269718170166016,36.865840911865234,32.93913650512695
2016-05-05,46.72491455078125,11.205911636352539,36.88089370727539,32.62199783325195
2016-05-06,46.999595642089844,11.253767013549805,36.92609405517578,32.75475311279297
2016-05-09,46.70201873779297,11.158056259155273,36.82063674926758,32.3712272644043
2016-05-10,47.33530807495117,11.405303955078125,37.21235275268555,33.071895599365234
2016-05-11,47.15980911254883,11.325545310974121,36.9713020324707,32.799007415771484
2016-05-12,47.12929916381836,11.277694702148438,37.06168746948242,32.452354431152344
2016-05-13,46.694393157958984,11.070324897766113,36.33854293823242,31.79592514038086
2016-05-16,47.04535675048828,11.110198974609375,36.36113739013672,31.825429916381836
2016-05-17,47.04535675048828,11.174005508422852,35.871490478515625,32.2310905456543
2016-05-18,48.86127853393555,11.716357231140137,36.64738082885742,33.83156967163086
2016-05-19,48.365318298339844,11.588748931884766,36.44399642944336,33.234161376953125
2016-05-20,48.45687484741211,11.580768585205078,36.72270965576172,33.11615753173828
2016-05-23,48.41873550415039,11.540895462036133,36.68504333496094,33.27104568481445
2016-05-24,49.24274826049805,11.708382606506348,37.06168746948242,33.82419967651367
2016-05-25,49.990482330322266,11.899800300598145,38.040958404541016,34.620758056640625
2016-05-26,49.616607666015625,11.724335670471191,38.07863998413086,34.00859451293945
2016-05-27,49.92179489135742,11.867897033691406,38.30459976196289,34.35525131225586
2016-05-31,49.79972457885742,11.79611587524414,38.20669937133789,34.34787368774414
2016-06-01,50.120174407958984,11.892148971557617,38.4176025390625,34.620758056640625
2016-06-02,50.211727142333984,11.956169128417969,38.50046157836914,34.64289474487305
2016-06-03,49.31904220581055,11.540026664733887,37.807430267333984,33.477561950683594
2016-06-06,49.80735778808594,11.6200532913208,38.03342819213867,33.73570251464844
2016-06-07,49.63949966430664,11.484007835388184,37.867706298828125,33.588191986083984
2016-06-08,49.78446960449219,11.548027992248535,37.66433334350586,33.602935791015625
2016-06-09,49.40298080444336,11.355963706970215,37.01649856567383,33.19728469848633
2016-06-10,48.70866394042969,11.067866325378418,36.41387176513672,32.37860107421875
2016-06-13,48.27375793457031,10.883797645568848,36.135154724121094,31.832805633544922
2016-06-14,47.36582565307617,10.611702919006348,35.314064025878906,30.947742462158203
2016-06-15,47.28188705444336,10.6757230758667,35.238731384277344,30.98462677001953
2016-06-16,47.4726448059082,10.651717185974121,35.29147720336914,31.06575584411621
2016-06-17,47.51840591430664,10.723740577697754,35.10314178466797,31.331279754638672
2016-06-20,47.58708572387695,10.835779190063477,35.35173416137695,31.567298889160156
2016-06-21,48.02960968017578,10.89980411529541,35.57771301269531,31.655799865722656
2016-06-22,47.84648895263672,10.891799926757812,35.381858825683594,31.478784561157227
2016-06-23,48.86888885498047,11.235919952392578,36.08995056152344,32.7916145324707
2016-06-24,45.473628997802734,10.403632164001465,34.43272018432617,29.723400115966797
2016-06-27,43.955291748046875,9.747403144836426,33.905418395996094,28.381059646606445
2016-06-28,45.41257858276367,10.163540840148926,34.726505279541016,29.82666778564453
2016-06-29,46.694393157958984,10.555680274963379,35.381858825683594,31.06575584411621
2016-06-30,47.41159439086914,10.619706153869629,35.65304183959961,31.2648983001709
2016-07-01,47.10401916503906,10.483654975891113,35.42705154418945,31.10262680053711
2016-07-05,45.789161682128906,10.19555377960205,34.809364318847656,30.077428817749023
2016-07-06,46.28129196166992,10.291590690612793,35.14080810546875,30.28394889831543
2016-07-07,46.58115768432617,10.41163158416748,35.253807067871094,30.453584671020508
2016-07-08,47.54230499267578,10.539674758911133,35.99955749511719,30.962493896484375
2016-07-11,47.88064193725586,10.571687698364258,36.21799850463867,31.19114875793457
2016-07-12,48.595726013183594,10.835779190063477,36.42140579223633,32.03932189941406
2016-07-13,48.56497573852539,10.755753517150879,36.36113739013672,31.95819664001465
2016-07-14,49.30312728881836,10.923810005187988,36.865840911865234,32.78425216674805
2016-07-15,49.34928512573242,10.931812286376953,35.93930435180664,32.69575881958008
2016-07-18,49.180110931396484,11.29194164276123,36.36867141723633,32.87275314331055
2016-07-19,49.10321807861328,11.411979675292969,36.43646240234375,32.71049499511719
2016-07-20,49.157039642333984,11.524020195007324,36.61725616455078,32.799007415771484
2016-07-21,48.97250747680664,11.419983863830566,36.383731842041016,32.54823684692383
2016-07-22,49.241641998291016,11.508016586303711,36.3988037109375,32.67361831665039
2016-07-25,49.11090087890625,11.500011444091797,36.24813461303711,32.48185729980469
2016-07-26,49.310821533203125,11.628057479858398,36.135154724121094,32.562992095947266
2016-07-27,49.46461486816406,11.708086967468262,36.15774154663086,32.66625213623047
2016-07-28,49.287750244140625,11.748095512390137,36.255672454833984,32.629234313964844
2016-07-29,49.18780517578125,11.59604263305664,36.135154724121094,32.42936706542969
2016-08-01,49.05708312988281,11.468000411987305,36.01461410522461,32.14068603515625
2016-08-02,48.94173812866211,11.307947158813477,35.93175506591797,31.822389602661133
2016-08-03,49.71836853027344,11.588042259216309,36.12158966064453,32.48859405517578
2016-08-04,49.64146423339844,11.588042259216309,36.326622009277344,32.45158767700195
2016-08-05,50.97938537597656,12.044200897216797,36.96445846557617,33.843204498291016
2016-08-08,50.825599670410156,12.108224868774414,37.139102935791016,34.02086639404297
2016-08-09,50.648746490478516,12.15623950958252,37.15428161621094,33.97645568847656
2016-08-10,50.19508743286133,11.852136611938477,36.58479309082031,33.64335250854492
2016-08-11,50.33348846435547,11.90815544128418,36.63035583496094,33.85062026977539
2016-08-12,50.225852966308594,11.932161331176758,36.37217330932617,33.739585876464844
2016-08-15,50.53340148925781,12.02019214630127,36.65312957763672,34.33917236328125
2016-08-16,50.525718688964844,12.14023494720459,36.78220748901367,34.509422302246094
2016-08-17,50.66412353515625,12.124228477478027,36.91130065917969,34.516822814941406
2016-08-18,50.71026611328125,12.132232666015625,36.850555419921875,34.420597076416016
2016-08-19,50.641056060791016,12.18024730682373,36.94168472290039,34.44279479980469
2016-08-22,50.59492111206055,12.148239135742188,36.92649459838867,34.53902053833008
2016-08-23,50.57184600830078,12.284290313720703,36.75944137573242,34.48720169067383
2016-08-24,50.71026611328125,12.324298858642578,36.92649459838867,34.53902053833008
2016-08-25,50.80253982543945,12.428339004516602,36.736663818359375,34.583438873291016
2016-08-26,50.91786193847656,12.636408805847168,36.83536911010742,34.87213897705078
2016-08-29,51.479164123535156,12.676424980163574,37.632667541503906,34.98316192626953
2016-08-30,51.902095794677734,12.956522941589355,38.43756103515625,35.4569091796875
2016-08-31,51.902095794677734,12.97662353515625,38.574249267578125,35.33846664428711
2016-09-01,51.679100036621094,12.847979545593262,38.29328918457031,35.057186126708984
2016-09-02,51.89439392089844,12.864059448242188,38.38440704345703,35.1682243347168
2016-09-06,51.855953216552734,12.687177658081055,37.95918655395508,35.00537109375
2016-09-07,51.64065933227539,12.622859954833984,37.7921257019043,35.1460075378418
2016-09-08,51.70985412597656,12.751497268676758,37.89085388183594,35.375484466552734
2016-09-09,51.2485237121582,12.655019760131836,36.994834899902344,34.91653823852539
2016-09-12,51.563758850097656,12.783659934997559,36.85814666748047,35.375484466552734
2016-09-13,51.15625,12.63893985748291,35.65840148925781,34.731483459472656
2016-09-14,51.05628204345703,12.56657886505127,35.32429504394531,34.60563278198242
2016-09-15,51.24081039428711,12.598740577697754,35.043338775634766,34.84990692138672
2016-09-16,50.61030578613281,12.454018592834473,34.496612548828125,34.353965759277344
2016-09-19,50.89481735229492,12.534417152404785,34.937042236328125,34.48720169067383
2016-09-20,51.10240936279297,12.542459487915039,35.35466384887695,34.45020294189453
2016-09-21,51.39460372924805,12.582661628723145,34.80035400390625,34.716670989990234
2016-09-22,51.81749725341797,12.542459487915039,34.716827392578125,34.87213897705078
2016-09-23,51.70985412597656,12.478137969970703,34.73202133178711,34.9017333984375
2016-09-26,50.579551696777344,12.132416725158691,34.0789794921875,33.96904754638672
2016-09-27,51.0255241394043,12.293213844299316,34.238441467285156,34.324363708496094
2016-09-28,51.29463577270508,12.365577697753906,34.405494689941406,34.69447326660156
2016-09-29,50.479583740234375,12.188697814941406,33.691715240478516,33.90243148803711
2016-09-30,51.20236587524414,12.582661628723145,33.62337112426758,34.9609489440918
2016-10-03,51.1408576965332,12.56657886505127,33.28167724609375,34.81291198730469
2016-10-04,51.58231735229492,12.70326042175293,33.22092056274414,35.34586715698242
2016-10-05,52.426544189453125,12.952500343322754,34.16251754760742,36.0120735168457
2016-10-06,52.56595993041992,13.040937423706055,34.306785583496094,36.32296371459961
2016-10-07,52.75183868408203,12.968578338623047,34.420677185058594,36.478424072265625
2016-10-10,53.16230773925781,13.10526180267334,34.663673400878906,36.67828369140625
2016-10-11,52.9067268371582,12.952500343322754,34.511802673339844,36.26374053955078
2016-10-12,52.767333984375,12.888177871704102,34.413082122802734,36.04907989501953
2016-10-13,52.46527862548828,12.72737979888916,33.98025894165039,35.878841400146484
2016-10-14,52.29487228393555,12.864059448242188,33.94989013671875,35.982479095458984
2016-10-17,52.023780822753906,12.904257774353027,33.790443420410156,35.97506332397461
2016-10-18,52.43428039550781,13.073097229003906,34.132137298583984,36.26374053955078
2016-10-19,52.93770980834961,13.241942405700684,34.367523193359375,36.62645721435547
2016-10-20,52.868011474609375,13.314301490783691,34.1169548034668,36.700496673583984
2016-10-21,53.0461540222168,13.402741432189941,34.238441467285156,36.69308853149414
2016-10-24,53.34046936035156,13.483144760131836,34.56495666503906,36.700496673583984
2016-10-25,53.286251068115234,13.44294261932373,34.716827392578125,36.707889556884766
2016-10-26,53.541847229003906,13.563543319702148,35.043338775634766,37.01879119873047
2016-10-27,53.619285583496094,13.595706939697266,35.24076843261719,36.95957946777344
2016-10-28,53.52634811401367,13.410781860351562,35.104095458984375,36.68568420410156
2016-10-31,53.642513275146484,13.266057968139648,34.937042236328125,36.38219451904297
2016-11-01,53.41790771484375,13.354500770568848,34.921852111816406,36.226741790771484
2016-11-02,53.19329071044922,13.249979972839355,34.6385498046875,35.93064498901367
2016-11-03,52.96095657348633,13.249979972839355,34.71511459350586,35.78955078125
2016-11-04,52.48075485229492,13.306260108947754,34.14852523803711,35.77468490600586
2016-11-07,54.12270736694336,13.676100730895996,34.76105880737305,37.00010299682617
2016-11-08,54.2388916015625,13.66806697845459,34.868255615234375,37.06694412231445
2016-11-09,56.73282241821289,14.44794750213623,36.74412155151367,38.31464385986328
2016-11-10,59.36614990234375,15.083109855651855,39.5311279296875,39.814842224121094
2016-11-11,59.397117614746094,15.292149543762207,39.607696533203125,39.235572814941406
2016-11-14,61.581241607666016,16.144393920898438,40.748531341552734,40.6095085144043
2016-11-15,61.46505355834961,16.20871353149414,40.26616668701172,41.18136978149414
2016-11-16,59.94704055786133,15.879073143005371,39.56941223144531,40.57236862182617
2016-11-17,60.42720031738281,16.144393920898438,40.18960952758789,41.18136978149414
2016-11-18,60.1871337890625,16.080068588256836,40.442264556884766,41.18879699707031
2016-11-21,60.45045471191406,16.34539222717285,39.906307220458984,41.24821090698242
2016-11-22,60.82220458984375,16.32127571105957,39.982872009277344,41.66410446166992
2016-11-23,61.07779312133789,16.530317306518555,39.936927795410156,42.10227966308594
2016-11-25,61.054588317871094,16.771516799926758,40.28913116455078,42.169124603271484
2016-11-28,60.65958023071289,16.32127571105957,39.49285125732422,41.196224212646484
2016-11-29,61.12427520751953,16.313234329223633,39.70722961425781,41.23335647583008
2016-11-30,62.092411041259766,17.04355812072754,40.518829345703125,41.879486083984375
2016-12-01,63.347145080566406,17.350208282470703,41.60607147216797,42.53303909301758
2016-12-02,63.1999626159668,17.1323299407959,41.0241584777832,41.60469436645508
2016-12-05,64.48564147949219,17.624584197998047,41.613739013671875,42.54046630859375
2016-12-06,64.81871032714844,17.882823944091797,42.53251647949219,43.015769958496094
2016-12-07,65.11300659179688,18.213687896728516,43.857120513916016,43.86241912841797
2016-12-08,65.92623901367188,18.520349502563477,43.86479187011719,44.67194366455078
2016-12-09,66.21280670166016,18.633325576782227,43.74993896484375,44.590248107910156
2016-12-12,65.62416076660156,18.245967864990234,42.708621978759766,44.22634506225586
2016-12-13,65.64741516113281,18.245967864990234,42.754581451416016,44.40458679199219
2016-12-14,65.62416076660156,18.29438591003418,41.881717681884766,44.15207290649414
2016-12-15,66.60781860351562,18.689804077148438,42.25688552856445,44.73135757446289
2016-12-16,65.78683471679688,18.286319732666016,42.371734619140625,44.374874114990234
2016-12-19,66.16632080078125,18.14105796813965,42.27985382080078,44.30802917480469
2016-12-20,67.01830291748047,18.32666778564453,42.953636169433594,45.154685974121094
2016-12-21,67.18866729736328,18.26210594177246,42.6550178527832,45.117557525634766
2016-12-22,67.297119140625,18.18947982788086,42.68566131591797,44.92445373535156
2016-12-23,67.42102813720703,18.23790168762207,42.84644317626953,45.29579162597656
2016-12-27,67.48301696777344,18.245967864990234,42.83879470825195,45.37006378173828
2016-12-28,66.99506378173828,18.020008087158203,42.356422424316406,44.590248107910156
2016-12-29,66.5226058959961,17.75370979309082,41.9889030456543,44.1000862121582
2016-12-30,66.83242797851562,17.834402084350586,42.19562911987305,44.13721466064453
2017-01-03,67.56045532226562,18.181411743164062,42.8770751953125,44.99871826171875
2017-01-04,67.68505859375,18.520349502563477,42.91535568237305,45.60771942138672
2017-01-05,67.06201934814453,18.302457809448242,42.249237060546875,44.813053131103516
2017-01-06,67.06982421875,18.302457809448242,42.14203643798828,44.968997955322266
2017-01-09,67.11653137207031,18.197546005249023,41.52950668334961,44.723934173583984
2017-01-10,67.31122589111328,18.512271881103516,41.820457458496094,44.73135757446289
2017-01-11,67.81745910644531,18.6171817779541,41.958282470703125,44.53083419799805
2017-01-12,67.16327667236328,18.496135711669922,41.728580474853516,43.98868942260742
2017-01-13,67.521484375,18.568758010864258,42.34877014160156,44.28575134277344
2017-01-17,65.06832122802734,17.794057846069336,41.17729568481445,43.3574104309082
2017-01-18,65.3720703125,18.26210594177246,41.552467346191406,42.62215805053711
2017-01-19,64.87360382080078,18.181411743164062,41.78984069824219,42.08000183105469
2017-01-20,65.16175842285156,18.270174026489258,42.16500473022461,41.67154312133789
2017-01-23,65.19291687011719,18.20561408996582,41.53716278076172,41.352176666259766
2017-01-24,65.97950744628906,18.520349502563477,41.881717681884766,42.13941955566406
2017-01-25,66.99972534179688,18.859283447265625,43.35179138183594,42.844970703125
2017-01-26,67.56043243408203,18.915767669677734,43.78055191040039,42.59986877441406
2017-01-27,67.70063018798828,18.85120964050293,43.328826904296875,42.414222717285156
2017-01-30,66.99972534179688,18.520349502563477,42.938323974609375,42.042869567871094
2017-01-31,65.9094009399414,18.270174026489258,43.129737854003906,41.463600158691406
2017-02-01,66.15860748291016,18.471923828125,43.09890365600586,41.62696838378906
2017-02-02,65.87824249267578,18.334735870361328,42.9755744934082,41.694007873535156
2017-02-03,67.89533996582031,18.79471778869629,44.147274017333984,43.019744873046875
2017-02-06,67.57603454589844,18.657529830932617,43.59225082397461,42.93036651611328
2017-02-07,67.53710174560547,18.479997634887695,43.43037033081055,42.595218658447266
2017-02-08,66.9451904296875,18.29438591003418,42.883056640625,41.947235107421875
2017-02-09,67.91091918945312,18.657529830932617,43.73101043701172,42.6473503112793
2017-02-10,67.7551498413086,18.6252498626709,43.83122253417969,42.92292404174805
2017-02-13,68.6507568359375,18.88348960876465,44.00081253051758,43.90606689453125
2017-02-14,69.74887084960938,19.416099548339844,44.694583892822266,44.56150436401367
2017-02-15,70.551025390625,19.835729598999023,45.133968353271484,45.06051254272461
2017-02-16,70.50431060791016,19.835729598999023,44.80250930786133,44.97112274169922
2017-02-17,70.27068328857422,19.787317276000977,44.779380798339844,44.814727783203125
2017-02-21,70.87810516357422,19.997133255004883,44.90272521972656,45.09774398803711
2017-02-22,70.91706085205078,20.005203247070312,44.98752212524414,45.14988708496094
2017-02-23,70.9715805053711,19.835729598999023,45.08771896362305,45.14988708496094
2017-02-24,70.34854888916016,19.553287506103516,44.563541412353516,44.36040115356445
2017-02-27,70.4264144897461,19.827661514282227,44.756263732910156,44.7030029296875
2017-02-28,70.57439422607422,19.91642951965332,44.617496490478516,44.54659652709961
2017-03-01,72.89517974853516,20.640878677368164,46.04360580444336,45.83510971069336
2017-03-02,71.7581558227539,20.422338485717773,45.257328033447266,45.15733337402344
2017-03-03,72.27214813232422,20.592323303222656,45.39606857299805,45.43290710449219
2017-03-06,71.58682250976562,20.438520431518555,45.180240631103516,44.89665222167969
2017-03-07,71.18962860107422,20.40614891052246,44.9412841796875,45.06051254272461
2017-03-08,71.03386688232422,20.446613311767578,44.87188720703125,45.51483154296875
2017-03-09,71.31423950195312,20.51947021484375,45.24959945678711,45.84255599975586
2017-03-10,71.08839416503906,20.487091064453125,45.3652458190918,45.79787063598633
2017-03-13,71.15070343017578,20.47899055480957,45.24959945678711,45.82766342163086
2017-03-14,71.26753234863281,20.49518585205078,45.29586410522461,45.7606315612793
2017-03-15,71.4388656616211,20.381864547729492,45.257328033447266,45.313751220703125
2017-03-16,71.36873626708984,20.414243698120117,45.727542877197266,45.54463195800781
2017-03-17,70.62113952636719,20.122838973999023,45.22649002075195,44.963680267333984
2017-03-20,70.1148910522461,19.78287124633789,44.424781799316406,44.38274002075195
2017-03-21,68.05887603759766,18.633453369140625,43.05265426635742,43.228294372558594
2017-03-22,68.16792297363281,18.568700790405273,42.65181350708008,43.027198791503906
2017-03-23,68.05887603759766,18.67392921447754,42.59013366699219,43.235740661621094
2017-03-24,67.98098754882812,18.714397430419922,43.03722381591797,43.250640869140625
2017-03-27,67.94206237792969,18.64154815673828,42.69805908203125,43.44428634643555
2017-03-28,69.00121307373047,19.00580406188965,43.137451171875,44.256126403808594
2017-03-29,68.74420928955078,18.90057373046875,42.91389846801758,44.233787536621094
2017-03-30,69.33609771728516,19.321487426757812,43.35329055786133,45.06795883178711
2017-03-31,68.40933227539062,19.09484100341797,42.906192779541016,44.55405044555664
2017-04-03,68.16011047363281,19.09484100341797,42.77513885498047,44.44977951049805
2017-04-04,68.38727569580078,18.973424911499023,42.551597595214844,44.44977951049805
2017-04-05,67.51001739501953,18.754873275756836,42.38200378417969,44.38274002075195
2017-04-06,67.73716735839844,18.827722549438477,42.68263626098633,44.606178283691406
2017-04-07,67.50218200683594,18.746780395507812,42.27408218383789,44.26356887817383
2017-04-10,67.26720428466797,18.633453369140625,42.042823791503906,44.1518440246582
2017-04-11,67.14971923828125,18.55251693725586,41.749900817871094,43.96564865112305
2017-04-12,66.89122009277344,18.333961486816406,40.948204040527344,43.5783576965332
2017-04-13,66.10795593261719,18.08303451538086,39.583778381347656,43.228294372558594
2017-04-17,67.25153350830078,18.463476181030273,40.63985061645508,43.935855865478516
2017-04-18,66.70325469970703,18.382530212402344,40.43171691894531,43.511322021484375
2017-04-19,66.15495300292969,18.406816482543945,40.200477600097656,42.99740219116211
2017-04-20,67.00875091552734,18.67392921447754,41.24113464355469,43.50386428833008
2017-04-21,66.20195770263672,18.382530212402344,40.85569763183594,42.989959716796875
2017-04-24,68.53609466552734,19.12722396850586,41.35675811767578,44.271018981933594
2017-04-25,69.13138580322266,19.410524368286133,42.05823516845703,44.84452819824219
2017-04-26,69.26451873779297,19.337678909301758,42.042823791503906,44.762596130371094
2017-04-27,68.62223815917969,19.14341163635254,41.96573257446289,44.35186004638672
2017-04-28,68.14444732666016,18.892480850219727,41.50322341918945,44.15021514892578
2017-05-01,68.19145965576172,19.111026763916016,41.98115158081055,44.40412902832031
2017-05-02,67.7528305053711,19.046274185180664,42.042823791503906,44.5908317565918
2017-05-03,68.14444732666016,19.240543365478516,42.57845687866211,44.986629486083984
2017-05-04,68.2228012084961,19.305295944213867,42.834625244140625,44.9642333984375
2017-05-05,68.14444732666016,19.21626091003418,42.7802734375,44.986629486083984
2017-05-08,68.2228012084961,19.394332885742188,42.72594451904297,45.18079376220703
2017-05-09,67.94865417480469,19.410524368286133,42.44649887084961,44.97916030883789
2017-05-10,68.48126220703125,19.548133850097656,42.4775390625,45.083702087402344
2017-05-11,68.26979064941406,19.483373641967773,41.716800689697266,45.33015441894531
2017-05-12,68.08177947998047,19.426713943481445,41.15788269042969,45.60645294189453
2017-05-15,68.4107666015625,19.475282669067383,41.39075469970703,45.86784744262695
2017-05-16,68.62223815917969,19.418628692626953,41.34419250488281,46.666908264160156
2017-05-17,66.00616455078125,18.269207000732422,40.55238723754883,44.79246520996094
2017-05-18,65.76334381103516,18.406816482543945,40.66106414794922,44.86714172363281
2017-05-19,66.4056167602539,18.657737731933594,41.18893814086914,45.62886047363281
2017-05-22,66.34294128417969,18.649641036987305,41.15011978149414,45.5989875793457
2017-05-23,67.17320251464844,18.932947158813477,41.445091247558594,46.08440399169922
2017-05-24,67.13407135009766,18.908672332763672,41.212223052978516,46.50261688232422
2017-05-25,66.85205841064453,18.81963348388672,40.97156524658203,46.263641357421875
