Date,rf
2016-10-14,1.1491281860398246e-05
2016-10-17,1.1689115705654794e-05
2016-10-18,1.3192332820605761e-05
2016-10-19,1.2796805132746039e-05
2016-10-20,1.2678138195324502e-05
2016-10-21,1.2480353652007428e-05
2016-10-24,1.240123683859242e-05
2016-10-25,1.2875912881214046e-05
2016-10-26,1.240123683859242e-05
2016-10-27,1.0897721140739604e-05
2016-10-28,1.0818572767080903e-05
2016-10-31,1.1689115705654794e-05
2016-11-01,1.366691424871092e-05
2016-11-02,1.366691424871092e-05
2016-11-03,1.4180980775570806e-05
2016-11-04,1.4180980775570806e-05
2016-11-07,1.5446089574795332e-05
2016-11-08,1.663176384081863e-05
2016-11-09,1.655273093113622e-05
2016-11-10,1.813311014718068e-05
2016-11-11,1.813311014718068e-05
2016-11-14,1.991028579579907e-05
2016-11-15,1.9317981950121033e-05
2016-11-16,1.793559730893949e-05
2016-11-17,1.663176384081863e-05
2016-11-18,1.655273093113622e-05
2016-11-21,1.663176384081863e-05
2016-11-22,1.8804580507343558e-05
2016-11-23,1.9199511042102824e-05
2016-11-25,1.9002050099291034e-05
2016-11-28,1.781708394514604e-05
2016-11-29,1.8528106333550525e-05
2016-11-30,1.8528106333550525e-05
2016-12-01,1.813311014718068e-05
2016-12-02,1.8014603859397287e-05
2016-12-05,1.793559730893949e-05
2016-12-06,1.9199511042102824e-05
2016-12-07,1.9317981950121033e-05
2016-12-08,1.939696098285068e-05
2016-12-09,2.0581454355364637e-05
2016-12-12,1.97918313930122e-05
2016-12-13,2.0699885190200402e-05
2016-12-14,2.0699885190200402e-05
2016-12-15,1.9317981950121033e-05
2016-12-16,1.9199511042102824e-05
2016-12-19,1.892306320629279e-05
2016-12-20,2.030510513221662e-05
2016-12-21,1.991028579579907e-05
2016-12-22,1.9515425996300933e-05
2016-12-23,1.97918313930122e-05
2016-12-27,1.9594401099494624e-05
2016-12-28,1.9594401099494624e-05
2016-12-29,1.742201697442651e-05
2016-12-30,1.9002050099291034e-05
2017-01-03,1.8804580507343558e-05
2017-01-04,2.0502500070524274e-05
2017-01-05,2.0107700374300557e-05
2017-01-06,1.991028579579907e-05
2017-01-09,1.9199511042102824e-05
2017-01-10,1.991028579579907e-05
2017-01-11,1.971286021896347e-05
2017-01-12,1.991028579579907e-05
2017-01-13,2.030510513221662e-05
2017-01-17,2.030510513221662e-05
2017-01-18,2.0384063344579988e-05
2017-01-19,1.991028579579907e-05
2017-01-20,1.9002050099291034e-05
2017-01-23,1.8725589683635995e-05
2017-01-24,1.9515425996300933e-05
2017-01-25,1.9120528079446152e-05
2017-01-26,1.9317981950121033e-05
2017-01-27,1.971286021896347e-05
2017-01-30,1.9594401099494624e-05
2017-01-31,1.97918313930122e-05
2017-02-01,1.97918313930122e-05
2017-02-02,1.9317981950121033e-05
2017-02-03,1.9317981950121033e-05
2017-02-06,1.991028579579907e-05
2017-02-07,2.0778835547908457e-05
2017-02-08,2.0778835547908457e-05
2017-02-09,2.089726049222173e-05
2017-02-10,2.0699885190200402e-05
2017-02-13,2.0699885190200402e-05
2017-02-14,2.117357083485703e-05
2017-02-15,2.0581454355364637e-05
2017-02-16,2.0107700374300557e-05
2017-02-17,2.0107700374300557e-05
2017-02-21,1.9989251864380807e-05
2017-02-22,2.01866625145777e-05
2017-02-23,1.971286021896347e-05
2017-02-24,1.971286021896347e-05
2017-02-27,1.939696098285068e-05
2017-02-28,2.0699885190200402e-05
2017-03-01,2.433002390882828e-05
2017-03-02,2.5513045934092248e-05
2017-03-03,2.701103766804328e-05
2017-03-06,2.78780348056689e-05
2017-03-07,2.9060002070590264e-05
2017-03-08,2.7996248080518653e-05
2017-03-09,2.8193260814273928e-05
2017-03-10,2.8666052881040004e-05
2017-03-13,2.8784240335543236e-05
2017-03-14,2.9769013010170143e-05
2017-03-15,2.827206222975171e-05
2017-03-16,2.7996248080518653e-05
2017-03-17,2.7996248080518653e-05
2017-03-20,2.807505340832505e-05
2017-03-21,2.9769013010170143e-05
2017-03-22,2.9572078494523755e-05
2017-03-23,2.9572078494523755e-05
2017-03-24,2.9572078494523755e-05
2017-03-27,2.996593775293426e-05
2017-03-28,3.055665335363139e-05
2017-03-29,2.984778314095144e-05
2017-03-30,2.996593775293426e-05
2017-03-31,2.91781777927679e-05
2017-04-03,2.9256962000317384e-05
2017-04-04,3.083228960505038e-05
2017-04-05,3.083228960505038e-05
2017-04-06,3.114728103329624e-05
2017-04-07,3.154098398764456e-05
2017-04-10,3.114728103329624e-05
2017-04-11,3.161972129936531e-05
2017-04-12,3.134413739303392e-05
2017-04-13,3.12260261571033e-05
2017-04-17,3.12260261571033e-05
2017-04-18,3.181655422435577e-05
2017-04-19,3.102916393789421e-05
2017-04-20,3.0438516329136004e-05
